Name,Another Name,Type,Episodes,Status,Aired,Premiered,Studio,Source,Genres,Rating
Violet Evergarden,,TV,13,Finished Airing,"Jan 11, 2018 to Apr 5, 2018",Winter 2018,Kyoto Animation,Light novel,"Drama, Fantasy",PG-13 - Teens 13 or older
